store_code,store_name,country_code,region_code,tax_jurisdiction_code,format_code,city,state_code,postal_code,address_line1,latitude,longitude,store_open_date,store_close_date,lifecycle_status,floor_area_sqft,annual_rent_usd,is_active,effective_start_date,effective_end_date,created_at,source_system
AU_0002,Apple Warrentown,AU,APAC,AU_QLD_STD,MALL,Warrentown,QLD,1742,63 Moore Brae,-18.762229,139.323057,2020-03-06,,ACTIVE,10670,4940214,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.422045,RETAIL_OPS
AU_0003,Apple St. Christopherside,AU,APAC,AU_TAS_STD,MALL,St. Christopherside,TAS,4470,Unit 51 587 Lowe Corner,-26.840285,132.144567,2018-06-20,,ACTIVE,22127,10259263,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.422921,RETAIL_OPS
AU_0004,Apple Cabreraland,AU,APAC,AU_NT_STD,MINI,Cabreraland,NT,2922,6 Knight Alley,-11.200107,128.849481,2017-06-19,,ACTIVE,24484,13652631,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.423715,RETAIL_OPS
AU_0005,Apple Cruztown,AU,APAC,AU_ACT_STD,MINI,Cruztown,ACT,2534,6/4 Janet Break,-13.352895,139.706294,2020-11-04,,ACTIVE,12898,11169939,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.424419,RETAIL_OPS
AU_0006,Apple Karenport,AU,APAC,AU_ACT_STD,FLG,Karenport,ACT,2941,330 Tammy Thoroughfare,-28.41617,136.496239,2017-02-01,,ACTIVE,16538,8987261,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.425116,RETAIL_OPS
FR_0001,Apple Saint Juliette,FR,EMEA,FR_STD,FLG,Saint Juliette,,55245,"286, avenue Marie",50.884661,1.815196,2025-12-30,,ACTIVE,22344,10606558,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.425755,RETAIL_OPS
FR_0002,Apple Millet,FR,EMEA,FR_STD,MINI,Millet,,44651,"62, avenue Thibault Becker",49.707621,1.360699,2025-03-27,,ACTIVE,22966,11044930,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.426395,RETAIL_OPS
FR_0003,Apple Perez,FR,EMEA,FR_STD,FLG,Perez,,11580,"5, rue Juliette Voisin",47.386807,-2.821013,2022-09-14,,ACTIVE,14183,1720385,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.427094,RETAIL_OPS
FR_0004,Apple Devaux,FR,EMEA,FR_STD,MALL,Devaux,,83222,"81, rue Muller",48.517455,4.386334,2023-07-02,,ACTIVE,13132,9601506,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.427796,RETAIL_OPS
FR_0005,Apple Daniel,FR,EMEA,FR_STD,MINI,Daniel,,49217,"35, rue de Torres",42.513817,-2.670319,2022-05-15,,ACTIVE,7927,9548033,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.428398,RETAIL_OPS
DE_0001,Apple Döbeln,DE,EMEA,DE_SH_STD,MALL,Döbeln,SH,15627,Hethurring 1,52.402778,7.742074,2019-10-02,,ACTIVE,9372,5828923,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.429055,RETAIL_OPS
DE_0002,Apple Schwandorf,DE,EMEA,DE_BB_STD,MINI,Schwandorf,BB,00158,Yvette-Schäfer-Straße 445,50.968453,14.059982,2023-01-16,,ACTIVE,7347,12151193,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.429658,RETAIL_OPS
DE_0003,Apple Germersheim,DE,EMEA,DE_NI_STD,FLG,Germersheim,NI,63228,Martina-Johann-Ring 7/4,48.158604,10.467321,2025-02-04,,ACTIVE,7382,5154127,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.430281,RETAIL_OPS
DE_0004,Apple Torgau,DE,EMEA,DE_BE_STD,MINI,Torgau,BE,91443,Filiz-Pölitz-Platz 0,54.772458,10.41115,2021-07-23,,ACTIVE,16604,18315564,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.430875,RETAIL_OPS
JP_0001,Apple いすみ市,JP,JAPAN,JP_13_STD,FLG,いすみ市,13,766-3582,797 鈴木 Street,33.076781,143.239101,2026-02-23,,ACTIVE,12491,19295005,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.431520,RETAIL_OPS
JP_0002,Apple 横浜市瀬谷区,JP,JAPAN,JP_22_STD,MINI,横浜市瀬谷区,22,466-8244,104 伊藤 Street,41.41829,143.786959,2016-09-22,,ACTIVE,16091,5085021,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.432127,RETAIL_OPS
JP_0003,Apple 山武郡横芝光町,JP,JAPAN,JP_14_STD,MINI,山武郡横芝光町,14,169-8904,990 伊藤 Street,33.720981,131.591985,2026-03-23,,ACTIVE,10790,6855726,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.432955,RETAIL_OPS
JP_0004,Apple 長生郡長南町,JP,JAPAN,JP_47_STD,FLG,長生郡長南町,47,761-0636,105 山田 Street,38.821998,131.764354,2016-11-03,,ACTIVE,5213,6579513,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.433608,RETAIL_OPS
IT_0001,Apple Sant'Ippolito,IT,EMEA,IT_STD,MALL,Sant'Ippolito,,88833,"Piazza Calgari, 5",37.986243,16.225543,2022-06-05,,ACTIVE,13158,10587426,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.434466,RETAIL_OPS
IT_0002,Apple Triggiano,IT,EMEA,IT_STD,FLG,Triggiano,,06055,"Incrocio Griselda, 397 Piano 5",40.143326,16.532409,2022-10-01,,ACTIVE,17821,17865316,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.435216,RETAIL_OPS
IT_0003,Apple Morter,IT,EMEA,IT_STD,MALL,Morter,,25043,"Piazza Rocco, 481",42.682305,7.857927,2016-12-29,,ACTIVE,11952,11252095,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.436336,RETAIL_OPS
KR_0001,Apple 고양시 일산동구,KR,APAC,KR_STD,MALL,고양시 일산동구,,34535,부산광역시 강남구 학동거리 852,34.721804,127.590903,2018-12-31,,ACTIVE,20249,12894002,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.436951,RETAIL_OPS
KR_0002,Apple 여주시,KR,APAC,KR_STD,MALL,여주시,,92612,경상남도 속초시 테헤란9거리 284,34.227275,126.850443,2019-02-07,,ACTIVE,9644,2520241,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.437601,RETAIL_OPS
KR_0003,Apple 안성시,KR,APAC,KR_STD,MINI,안성시,,50354,전라북도 춘천시 언주거리 676,34.615528,126.551006,2017-04-26,,ACTIVE,16022,14708899,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.438202,RETAIL_OPS
ES_0001,Apple Cáceres,ES,EMEA,ES_STD,MINI,Cáceres,,19380,Via Eligia Huguet 13,43.605652,-1.82643,2018-04-22,,ACTIVE,17500,12423784,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.438845,RETAIL_OPS
ES_0002,Apple Málaga,ES,EMEA,ES_STD,MALL,Málaga,,16973,Acceso Merche Jáuregui 24,40.120399,-6.885883,2016-05-06,,ACTIVE,19250,10430831,Y,2026-04-17,9999-12-31,2026-04-17 15:21:50.439496,RETAIL_OPS
